round,config,posRMSE,posMax,att_r,att_p,att_y,n,coverage,gt_dist,valid,converged,acc_cov,gyr_cov,b_acc_cov,b_gyr_cov,imu_int_frame,img_point_cov,patch_size,patch_pyr_level,vio_max_iter,inv_expo_cov,exposure_est_en,imu_time_offset,img_time_offset,lidar_time_offset,dept_err,beam_err,dept_err_rel,min_eigen_value,voxel_size,max_layer,max_points_num,lio_max_iter,point_filter_num,filter_size_surf,blind,gravity_align_en
v5,hi_v100_blo_l000_d03,0.4951,1.4938,3.402,1.812,5.976,457,0.935,5.045,1,1,1.5,1.0,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,0.0,0.02,0.05,0.03,0.0025,0.5,2,50,5,1,0.1,0.2,True
v6,imhi_v100_l005_d00_vox08_fs020_ml3,0.4961,1.2454,1.897,1.803,3.892,460,0.935,5.029,1,1,1.5,1.0,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.0,0.0025,0.8,3,50,5,1,0.2,0.2,True
v6,imlo_v100_l005_d00_vox03_fs020_ml1,0.4971,1.2561,2.812,2.381,16.5,462,0.936,5.041,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.0,0.0025,0.3,1,50,5,1,0.2,0.2,True
v6,imlo_v100_l005_d00_vox05_fs005_ml2,0.4995,1.3067,1.939,2.751,63.67,458,0.949,5.04,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.0,0.0025,0.5,2,50,5,1,0.05,0.2,True
v6,imlo_v1000_l010_d00_vox03_fs005_ml1,0.4997,1.4791,3.347,2.474,53.698,460,0.936,5.027,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.0,0.0025,0.3,1,50,5,1,0.05,0.2,True
v6,imhi_v100_l010_d00_vox03_fs005_ml1,0.5001,1.1183,2.106,2.322,63.178,408,0.95,5.035,0,0,1.5,1.0,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.0,0.0025,0.3,1,50,5,1,0.05,0.2,True
v7,fs025_vox05_v1000_be002_pf3_mp100_ga0,0.5013,1.4217,1.01,1.092,3.717,458,0.937,5.043,0,0,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.02,0.01,0.0025,0.5,1,100,5,3,0.25,0.2,False
v6,imhi_v100_l005_d00_vox05_fs005_ml3,0.5031,1.9024,2.653,2.796,64.351,431,0.947,5.033,0,0,1.5,1.0,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.0,0.0025,0.5,3,50,5,1,0.05,0.2,True
v6,imlo_v100_l005_d00_vox05_fs005_ml3,0.5045,1.3149,2.038,2.779,69.087,454,0.935,5.036,0,0,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.0,0.0025,0.5,3,50,5,1,0.05,0.2,True
v8,fs018_vox030_mp50_ps4_pl4_if30,0.5054,1.1756,1.363,0.821,2.774,457,0.949,5.04,0,0,0.1,0.1,0.0005,0.0005,30,100,4,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.3,1,50,5,3,0.18,0.2,True
v5,mid_v100_bmid_l000_d02,0.5056,1.6197,2.15,2.179,5.431,460,0.937,5.035,0,0,0.5,0.3,0.001,0.001,30,100,8,4,5,0.1,True,0.0,0.0,0.0,0.02,0.05,0.02,0.0025,0.5,2,50,5,1,0.1,0.2,True
v7,fs015_vox03_v100_be010_pf1_mp50_ga1,0.5058,1.3424,2.051,2.325,25.384,458,0.938,5.029,0,0,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.1,0.01,0.0025,0.3,1,50,5,1,0.15,0.2,True
v5,mid_v100_blo_l000_d01,0.506,1.1546,1.654,2.482,48.468,458,0.938,5.032,0,0,0.5,0.3,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,0.0,0.02,0.05,0.01,0.0025,0.5,2,50,5,1,0.1,0.2,True
v5,mid_v100_bhi_l000_d01,0.5087,1.1969,2.168,2.117,42.142,446,0.946,5.042,0,0,0.5,0.3,0.005,0.005,30,100,8,4,5,0.1,True,0.0,0.0,0.0,0.02,0.05,0.01,0.0025,0.5,2,50,5,1,0.1,0.2,True
v5,mid_v100_bhi_l010_d01,0.5103,1.4086,5.352,2.429,25.461,455,0.936,5.035,0,0,0.5,0.3,0.005,0.005,30,100,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.01,0.0025,0.5,2,50,5,1,0.1,0.2,True
v6,imhi_v100_l005_d01_vox05_fs020_ml2,0.5146,1.1324,3.692,4.176,4.872,458,0.948,5.042,0,0,1.5,1.0,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.5,2,50,5,1,0.2,0.2,True
v7,fs025_vox05_v1000_be010_pf3_mp100_ga0,0.5196,1.3639,0.999,1.022,4.246,457,0.934,5.037,0,0,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.1,0.01,0.0025,0.5,1,100,5,3,0.25,0.2,False
v7,fs020_vox03_v1000_be002_pf3_mp50_ga1,0.5273,1.496,1.078,1.006,2.768,457,0.945,5.036,0,0,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.02,0.01,0.0025,0.3,1,50,5,3,0.2,0.2,True
v6,imhi_v100_l010_d00_vox05_fs005_ml3,0.5279,1.3097,3.81,3.304,64.487,415,0.935,5.032,0,0,1.5,1.0,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.0,0.0025,0.5,3,50,5,1,0.05,0.2,True
v7,fs025_vox03_v100_be005_pf3_mp100_ga1,0.5313,1.5707,1.124,1.895,4.971,451,0.935,5.035,0,0,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.3,1,100,5,3,0.25,0.2,True
v6,imlo_v1000_l010_d00_vox08_fs005_ml2,0.5317,1.3281,1.788,2.902,49.1,452,0.922,5.031,0,0,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.0,0.0025,0.8,2,50,5,1,0.05,0.2,True
v6,imlo_v1000_l010_d01_vox08_fs020_ml1,0.5327,1.5873,0.91,1.45,3.031,454,0.939,5.032,0,0,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.01,0.0025,0.8,1,50,5,1,0.2,0.2,True
v7,fs020_vox03_v1000_be005_pf1_mp50_ga1,0.5386,1.8883,1.095,1.338,4.567,451,0.936,5.035,0,0,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.3,1,50,5,1,0.2,0.2,True
v5,mid_v100_bhi_l005_d03,0.5389,1.6423,5.115,2.21,7.388,457,0.936,5.047,0,0,0.5,0.3,0.005,0.005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.03,0.0025,0.5,2,50,5,1,0.1,0.2,True
v6,imlo_v100_l010_d01_vox08_fs020_ml1,0.5456,3.6483,3.057,2.121,7.801,457,0.949,5.047,0,0,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.01,0.0025,0.8,1,50,5,1,0.2,0.2,True
v6,imlo_v100_l005_d00_vox05_fs020_ml2,0.5506,1.4737,1.86,1.882,2.381,457,0.949,5.033,0,0,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.0,0.0025,0.5,2,50,5,1,0.2,0.2,True
v6,imhi_v100_l010_d00_vox03_fs020_ml3,0.5512,1.3215,2.531,2.103,17.831,451,0.92,5.039,0,0,1.5,1.0,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.0,0.0025,0.3,3,50,5,1,0.2,0.2,True
v8,fs018_vox040_mp100_ps8_pl4_if20,0.5599,1.5972,0.883,1.361,5.985,457,0.935,5.03,0,0,0.1,0.1,0.0005,0.0005,20,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.4,1,100,5,3,0.18,0.2,True
v6,imlo_v1000_l005_d00_vox05_fs020_ml1,0.5602,1.8366,1.175,1.02,3.308,451,0.934,5.036,0,0,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.0,0.0025,0.5,1,50,5,1,0.2,0.2,True
v6,imlo_v1000_l005_d00_vox08_fs020_ml2,0.5615,1.1632,1.385,0.643,1.349,460,0.934,5.036,0,0,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.0,0.0025,0.8,2,50,5,1,0.2,0.2,True
v8,fs020_vox025_mp100_ps4_pl4_if30,0.5622,1.4592,0.922,1.067,3.327,460,0.937,5.034,0,0,0.1,0.1,0.0005,0.0005,30,100,4,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.25,1,100,5,3,0.2,0.2,True
v7,fs025_vox03_v1000_be005_pf3_mp100_ga1,0.5628,1.3162,1.039,0.702,3.065,457,0.935,5.034,0,0,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.3,1,100,5,3,0.25,0.2,True
v6,imlo_v100_l010_d00_vox05_fs020_ml1,0.5664,2.809,1.548,2.749,3.318,460,0.938,5.043,0,0,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.0,0.0025,0.5,1,50,5,1,0.2,0.2,True
v5,lo_v100_blo_l000_d01,0.5672,1.2155,1.581,2.36,50.466,437,0.937,5.025,0,0,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,0.0,0.02,0.05,0.01,0.0025,0.5,2,50,5,1,0.1,0.2,True
v5,mid_v100_bmid_l000_d01,0.5677,1.3037,2.978,1.284,6.338,461,0.937,5.036,0,0,0.5,0.3,0.001,0.001,30,100,8,4,5,0.1,True,0.0,0.0,0.0,0.02,0.05,0.01,0.0025,0.5,2,50,5,1,0.1,0.2,True
v7,fs020_vox03_v1000_be005_pf3_mp100_ga1,0.5685,1.6621,0.902,1.185,4.173,457,0.935,5.035,0,0,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.3,1,100,5,3,0.2,0.2,True
v7,fs020_vox03_v1000_be010_pf3_mp50_ga1,0.5695,1.4617,0.442,0.857,3.446,457,0.935,5.036,0,0,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.1,0.01,0.0025,0.3,1,50,5,3,0.2,0.2,True
v7,fs025_vox03_v1000_be010_pf3_mp100_ga1,0.5712,1.3522,0.599,0.846,4.527,457,0.949,5.035,0,0,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.1,0.01,0.0025,0.3,1,100,5,3,0.25,0.2,True
v8,fs015_vox040_mp50_ps4_pl4_if30,0.578,1.7223,0.889,1.534,3.747,457,0.947,5.034,0,0,0.1,0.1,0.0005,0.0005,30,100,4,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.4,1,50,5,3,0.15,0.2,True
v8,fs020_vox030_mp100_ps4_pl4_if30,0.5832,1.8241,1.165,1.208,3.498,458,0.935,5.036,0,0,0.1,0.1,0.0005,0.0005,30,100,4,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.3,1,100,5,3,0.2,0.2,True
v8,fs020_vox025_mp50_ps4_pl4_if50,0.5842,2.8902,1.501,1.294,2.466,458,0.951,5.033,0,0,0.1,0.1,0.0005,0.0005,50,100,4,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.25,1,50,5,3,0.2,0.2,True
v6,imlo_v1000_l005_d01_vox08_fs020_ml2,0.5853,1.8249,1.522,1.445,6.005,458,0.937,5.04,0,0,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.8,2,50,5,1,0.2,0.2,True
v5,lo_v100_bhi_l000_d02,0.5906,1.5982,1.662,2.389,59.713,435,0.936,5.03,0,0,0.1,0.1,0.005,0.005,30,100,8,4,5,0.1,True,0.0,0.0,0.0,0.02,0.05,0.02,0.0025,0.5,2,50,5,1,0.1,0.2,True
v6,imhi_v100_l005_d00_vox08_fs020_ml2,0.5957,1.6951,4.234,1.589,3.801,458,0.949,5.036,0,0,1.5,1.0,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.0,0.0025,0.8,2,50,5,1,0.2,0.2,True
v8,fs018_vox030_mp100_ps4_pl4_if30,0.5984,2.2293,1.252,1.58,3.919,458,0.937,5.031,0,0,0.1,0.1,0.0005,0.0005,30,100,4,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.3,1,100,5,3,0.18,0.2,True
v7,fs015_vox05_v1000_be010_pf3_mp50_ga0,0.6053,1.8015,1.182,1.108,4.669,451,0.935,5.034,0,0,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.1,0.01,0.0025,0.5,1,50,5,3,0.15,0.2,False
v8,fs015_vox025_mp50_ps4_pl4_if50,0.607,2.5604,0.862,1.93,4.612,457,0.935,5.033,0,0,0.1,0.1,0.0005,0.0005,50,100,4,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.25,1,50,5,3,0.15,0.2,True
v7,fs015_vox05_v1000_be010_pf1_mp50_ga1,0.6105,1.5622,1.237,0.688,7.419,451,0.923,5.034,0,0,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.1,0.01,0.0025,0.5,1,50,5,1,0.15,0.2,True
v7,fs025_vox03_v1000_be002_pf3_mp50_ga1,0.6126,1.6359,0.661,0.931,2.872,457,0.948,5.035,0,0,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.02,0.01,0.0025,0.3,1,50,5,3,0.25,0.2,True
v7,fs025_vox03_v1000_be002_pf3_mp50_ga0,0.6137,2.2465,1.394,1.351,2.414,458,0.935,5.036,0,0,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.02,0.01,0.0025,0.3,1,50,5,3,0.25,0.2,False
v8,fs015_vox030_mp50_ps8_pl4_if20,0.6197,2.0688,0.962,1.896,4.961,457,0.935,5.035,0,0,0.1,0.1,0.0005,0.0005,20,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.3,1,50,5,3,0.15,0.2,True
v6,imhi_v100_l005_d01_vox05_fs005_ml1,0.6206,1.3361,2.808,2.358,2.949,461,0.934,5.038,0,0,1.5,1.0,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.5,1,50,5,1,0.05,0.2,True
v5,hi_v100_bhi_l000_d02,0.6511,1.8507,2.377,2.098,13.804,451,0.936,5.03,0,0,1.5,1.0,0.005,0.005,30,100,8,4,5,0.1,True,0.0,0.0,0.0,0.02,0.05,0.02,0.0025,0.5,2,50,5,1,0.1,0.2,True
v6,imlo_v1000_l005_d00_vox08_fs005_ml2,0.6641,1.667,1.802,1.597,2.653,457,0.935,5.032,0,0,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.0,0.0025,0.8,2,50,5,1,0.05,0.2,True
v7,fs025_vox05_v1000_be005_pf1_mp100_ga0,0.6651,1.483,1.282,0.46,4.829,457,0.935,5.033,0,0,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.5,1,100,5,1,0.25,0.2,False
v5,lo_v100_bhi_l000_d01,0.6725,1.6919,1.866,2.178,60.953,423,0.922,5.026,0,0,0.1,0.1,0.005,0.005,30,100,8,4,5,0.1,True,0.0,0.0,0.0,0.02,0.05,0.01,0.0025,0.5,2,50,5,1,0.1,0.2,True
v7,fs020_vox05_v1000_be010_pf3_mp50_ga1,0.6777,2.4664,0.945,1.472,7.358,457,0.935,5.036,0,0,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.1,0.01,0.0025,0.5,1,50,5,3,0.2,0.2,True
v7,fs020_vox05_v1000_be010_pf1_mp50_ga0,0.6782,2.3956,1.371,1.274,6.872,457,0.949,5.033,0,0,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.1,0.01,0.0025,0.5,1,50,5,1,0.2,0.2,False
v8,fs020_vox030_mp50_ps4_pl4_if50,0.6867,2.0236,1.164,1.205,3.705,459,0.936,5.043,0,0,0.1,0.1,0.0005,0.0005,50,100,4,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.3,1,50,5,3,0.2,0.2,True
v7,fs025_vox03_v1000_be010_pf1_mp100_ga1,0.6929,2.409,0.591,1.285,7.008,451,0.923,5.037,0,0,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.1,0.01,0.0025,0.3,1,100,5,1,0.25,0.2,True
v6,imhi_v100_l010_d00_vox03_fs020_ml1,0.7005,1.5047,1.559,3.149,2.954,458,0.937,5.034,0,0,1.5,1.0,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.0,0.0025,0.3,1,50,5,1,0.2,0.2,True
v6,imlo_v100_l010_d01_vox08_fs005_ml3,0.7053,1.751,1.878,2.187,64.967,437,0.949,5.034,0,0,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.01,0.0025,0.8,3,50,5,1,0.05,0.2,True
v8,fs015_vox025_mp100_ps4_pl4_if30,0.707,3.4093,1.047,1.949,6.556,457,0.948,5.034,0,0,0.1,0.1,0.0005,0.0005,30,100,4,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.25,1,100,5,3,0.15,0.2,True
v6,imlo_v1000_l005_d01_vox08_fs020_ml3,0.709,1.5002,1.249,0.862,2.762,458,0.951,5.034,0,0,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.8,3,50,5,1,0.2,0.2,True
v7,fs025_vox05_v1000_be002_pf1_mp100_ga1,0.7284,2.19,1.163,0.923,3.542,452,0.936,5.033,0,0,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.02,0.01,0.0025,0.5,1,100,5,1,0.25,0.2,True
v5,lo_v1000_blo_l010_d03,0.7332,3.9296,1.533,2.0,20.06,457,0.936,5.027,0,0,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.03,0.0025,0.5,2,50,5,1,0.1,0.2,True
v6,imlo_v1000_l010_d00_vox08_fs005_ml3,0.7334,1.6381,2.618,2.265,70.53,457,0.935,5.026,0,0,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.0,0.0025,0.8,3,50,5,1,0.05,0.2,True
v6,imlo_v1000_l005_d01_vox08_fs005_ml1,0.7416,1.5971,2.088,2.818,56.649,462,0.937,5.035,0,0,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.8,1,50,5,1,0.05,0.2,True
v5,mid_v100_bhi_l000_d02,0.742,1.5905,1.438,2.739,23.497,461,0.937,5.048,0,0,0.5,0.3,0.005,0.005,30,100,8,4,5,0.1,True,0.0,0.0,0.0,0.02,0.05,0.02,0.0025,0.5,2,50,5,1,0.1,0.2,True
v5,lo_v100_blo_l000_d03,0.749,1.9395,1.741,2.386,69.739,413,0.936,5.032,0,0,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,0.0,0.02,0.05,0.03,0.0025,0.5,2,50,5,1,0.1,0.2,True
v5,lo_v1000_bmid_l000_d03,0.7556,1.6268,1.186,2.214,28.712,452,0.926,5.029,0,0,0.1,0.1,0.001,0.001,30,1000,8,4,5,0.1,True,0.0,0.0,0.0,0.02,0.05,0.03,0.0025,0.5,2,50,5,1,0.1,0.2,True
v8,fs015_vox025_mp100_ps4_pl4_if50,0.7577,2.1026,0.64,1.077,3.779,459,0.937,5.038,0,0,0.1,0.1,0.0005,0.0005,50,100,4,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.25,1,100,5,3,0.15,0.2,True
v5,mid_v100_bmid_l000_d03,0.7585,1.4962,3.65,1.361,9.884,463,0.936,5.035,0,0,0.5,0.3,0.001,0.001,30,100,8,4,5,0.1,True,0.0,0.0,0.0,0.02,0.05,0.03,0.0025,0.5,2,50,5,1,0.1,0.2,True
v6,imlo_v100_l005_d01_vox08_fs005_ml3,0.7616,1.8343,1.241,2.893,67.625,432,0.924,5.03,0,0,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.8,3,50,5,1,0.05,0.2,True
v5,mid_v100_bhi_l000_d03,0.7686,1.5042,3.476,2.314,22.494,459,0.938,5.041,0,0,0.5,0.3,0.005,0.005,30,100,8,4,5,0.1,True,0.0,0.0,0.0,0.02,0.05,0.03,0.0025,0.5,2,50,5,1,0.1,0.2,True
v5,mid_v100_blo_l000_d03,0.7921,1.5466,3.338,3.515,40.145,461,0.937,5.037,0,0,0.5,0.3,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,0.0,0.02,0.05,0.03,0.0025,0.5,2,50,5,1,0.1,0.2,True
v6,imlo_v1000_l005_d00_vox08_fs005_ml1,0.8013,1.6715,2.158,2.667,3.382,452,0.938,5.033,0,0,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.0,0.0025,0.8,1,50,5,1,0.05,0.2,True
v6,imlo_v1000_l010_d00_vox08_fs005_ml1,0.8019,1.7011,1.636,2.358,53.104,460,0.95,5.031,0,0,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.0,0.0025,0.8,1,50,5,1,0.05,0.2,True
v7,fs025_vox03_v1000_be010_pf1_mp100_ga0,0.816,2.8163,1.122,1.053,6.339,457,0.935,5.038,0,0,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.1,0.01,0.0025,0.3,1,100,5,1,0.25,0.2,False
v7,fs025_vox03_v1000_be005_pf1_mp100_ga1,0.8174,4.1863,0.879,2.743,6.202,457,0.934,5.035,0,0,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.3,1,100,5,1,0.25,0.2,True
v7,fs015_vox05_v1000_be010_pf3_mp100_ga1,0.8261,3.2855,1.537,1.247,4.852,457,0.935,5.037,0,0,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.1,0.01,0.0025,0.5,1,100,5,3,0.15,0.2,True
v7,fs025_vox05_v1000_be005_pf3_mp100_ga1,0.8384,3.0577,1.091,1.311,6.618,458,0.936,5.036,0,0,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.5,1,100,5,3,0.25,0.2,True
v6,imlo_v100_l005_d01_vox08_fs005_ml1,0.8389,1.9388,2.142,2.803,65.379,440,0.936,5.031,0,0,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.8,1,50,5,1,0.05,0.2,True
v6,imhi_v1000_l010_d01_vox05_fs005_ml1,0.8461,2.1225,4.219,6.111,34.675,460,0.937,5.04,0,0,1.5,1.0,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.01,0.0025,0.5,1,50,5,1,0.05,0.2,True
v8,fs020_vox030_mp100_ps4_pl4_if50,0.8553,3.1512,1.016,1.209,6.003,457,0.935,5.035,0,0,0.1,0.1,0.0005,0.0005,50,100,4,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.3,1,100,5,3,0.2,0.2,True
v5,lo_v1000_bhi_l000_d03,0.868,1.9884,1.019,1.376,11.608,457,0.947,5.041,0,0,0.1,0.1,0.005,0.005,30,1000,8,4,5,0.1,True,0.0,0.0,0.0,0.02,0.05,0.03,0.0025,0.5,2,50,5,1,0.1,0.2,True
v7,fs020_vox03_v100_be005_pf1_mp100_ga0,0.8882,3.8423,2.295,2.272,10.89,457,0.934,5.037,0,0,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.3,1,100,5,1,0.2,0.2,False
v7,fs025_vox05_v1000_be002_pf1_mp50_ga1,0.9008,3.5173,1.394,1.171,3.661,457,0.949,5.036,0,0,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.02,0.01,0.0025,0.5,1,50,5,1,0.25,0.2,True
v5,lo_v100_bmid_l000_d03,0.9022,1.9426,1.65,2.138,64.789,454,0.936,5.034,0,0,0.1,0.1,0.001,0.001,30,100,8,4,5,0.1,True,0.0,0.0,0.0,0.02,0.05,0.03,0.0025,0.5,2,50,5,1,0.1,0.2,True
v6,imlo_v100_l010_d01_vox08_fs005_ml2,0.9175,4.7492,3.542,2.826,64.688,422,0.936,5.034,0,0,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.01,0.0025,0.8,2,50,5,1,0.05,0.2,True
v7,fs015_vox05_v1000_be005_pf1_mp50_ga1,0.9176,4.8896,1.328,1.447,5.091,457,0.948,5.035,0,0,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.5,1,50,5,1,0.15,0.2,True
v6,imhi_v1000_l005_d00_vox08_fs020_ml2,0.919,2.409,2.844,1.938,11.663,458,0.936,5.044,0,0,1.5,1.0,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.0,0.0025,0.8,2,50,5,1,0.2,0.2,True
v5,hi_v100_bmid_l000_d03,0.9221,1.8893,1.835,2.637,9.75,461,0.948,5.043,0,0,1.5,1.0,0.001,0.001,30,100,8,4,5,0.1,True,0.0,0.0,0.0,0.02,0.05,0.03,0.0025,0.5,2,50,5,1,0.1,0.2,True
