round,config,posRMSE,posMax,att_r,att_p,att_y,n,coverage,gt_dist,valid,converged,acc_cov,gyr_cov,b_acc_cov,b_gyr_cov,imu_int_frame,img_point_cov,patch_size,patch_pyr_level,vio_max_iter,inv_expo_cov,exposure_est_en,imu_time_offset,img_time_offset,lidar_time_offset,dept_err,beam_err,dept_err_rel,min_eigen_value,voxel_size,max_layer,max_points_num,lio_max_iter,point_filter_num,filter_size_surf,blind,gravity_align_en
v7,fs020_vox05_v1000_be010_pf3_mp100_ga0,0.2147,0.4496,0.886,0.589,1.65,451,0.923,5.039,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.1,0.01,0.0025,0.5,1,100,5,3,0.2,0.2,False
v5,lo_v1000_bhi_l005_d03,0.2151,0.4525,1.373,1.792,10.158,459,0.949,5.029,1,1,0.1,0.1,0.005,0.005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.03,0.0025,0.5,2,50,5,1,0.1,0.2,True
v8,fs015_vox040_mp100_ps4_pl4_if30,0.2156,0.6183,1.143,0.917,1.545,460,0.936,5.036,1,1,0.1,0.1,0.0005,0.0005,30,100,4,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.4,1,100,5,3,0.15,0.2,True
v7,fs020_vox05_v1000_be005_pf3_mp100_ga0,0.2158,0.4227,0.845,0.624,2.941,451,0.923,5.043,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.5,1,100,5,3,0.2,0.2,False
v7,fs015_vox05_v1000_be010_pf3_mp100_ga0,0.2169,0.6541,1.327,0.853,2.682,457,0.935,5.047,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.1,0.01,0.0025,0.5,1,100,5,3,0.15,0.2,False
v5,hi_v100_bhi_l010_d02,0.2172,0.5854,2.147,1.112,2.414,457,0.936,5.037,1,1,1.5,1.0,0.005,0.005,30,100,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.02,0.0025,0.5,2,50,5,1,0.1,0.2,True
v5,hi_v100_bhi_l005_d03,0.2182,0.7514,2.199,1.086,2.454,457,0.934,5.031,1,1,1.5,1.0,0.005,0.005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.03,0.0025,0.5,2,50,5,1,0.1,0.2,True
v5,hi_v100_bhi_l010_d03,0.2183,0.5852,2.763,1.003,1.405,451,0.923,5.039,1,1,1.5,1.0,0.005,0.005,30,100,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.03,0.0025,0.5,2,50,5,1,0.1,0.2,True
v5,hi_v1000_bmid_l010_d01,0.2185,0.4633,2.516,1.039,1.699,457,0.946,5.043,1,1,1.5,1.0,0.001,0.001,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.01,0.0025,0.5,2,50,5,1,0.1,0.2,True
v7,fs015_vox05_v1000_be002_pf1_mp100_ga1,0.2185,0.4868,1.361,0.545,1.264,457,0.935,5.038,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.02,0.01,0.0025,0.5,1,100,5,1,0.15,0.2,True
v5,mid_v1000_bhi_l005_d02,0.2186,0.4823,1.563,0.584,2.029,451,0.923,5.036,1,1,0.5,0.3,0.005,0.005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.02,0.0025,0.5,2,50,5,1,0.1,0.2,True
v5,hi_v1000_bhi_l010_d01,0.2187,0.4633,2.513,1.031,1.781,457,0.935,5.033,1,1,1.5,1.0,0.005,0.005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.01,0.0025,0.5,2,50,5,1,0.1,0.2,True
v7,fs025_vox03_v100_be005_pf3_mp100_ga0,0.2191,0.6782,1.338,0.935,1.303,457,0.936,5.03,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.3,1,100,5,3,0.25,0.2,False
v6,imlo_v1000_l005_d00_vox05_fs020_ml3,0.2199,0.409,1.241,0.519,1.501,451,0.935,5.04,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.0,0.0025,0.5,3,50,5,1,0.2,0.2,True
v5,hi_v1000_blo_l010_d01,0.22,0.4627,2.527,1.05,1.685,451,0.922,5.038,1,1,1.5,1.0,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.01,0.0025,0.5,2,50,5,1,0.1,0.2,True
v6,imlo_v1000_l005_d00_vox05_fs005_ml3,0.2203,0.4783,1.664,0.845,2.106,459,0.937,5.033,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.0,0.0025,0.5,3,50,5,1,0.05,0.2,True
v7,fs015_vox05_v1000_be005_pf3_mp50_ga0,0.2209,0.4212,0.894,0.862,1.84,457,0.935,5.039,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.5,1,50,5,3,0.15,0.2,False
v6,imlo_v1000_l005_d01_vox05_fs020_ml2,0.221,0.4582,1.059,0.534,1.495,457,0.936,5.041,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.5,2,50,5,1,0.2,0.2,True
v7,fs020_vox05_v1000_be002_pf1_mp100_ga0,0.2226,0.5358,1.063,0.627,1.254,451,0.923,5.04,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.02,0.01,0.0025,0.5,1,100,5,1,0.2,0.2,False
v7,fs015_vox03_v1000_be005_pf1_mp50_ga1,0.2228,0.4551,1.382,0.481,1.286,459,0.948,5.037,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.3,1,50,5,1,0.15,0.2,True
v7,fs025_vox03_v1000_be005_pf1_mp100_ga0,0.2229,0.4315,0.743,0.474,1.374,457,0.935,5.042,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.3,1,100,5,1,0.25,0.2,False
v6,imhi_v100_l010_d01_vox03_fs020_ml1,0.2232,0.533,1.78,1.97,13.281,452,0.924,5.035,1,1,1.5,1.0,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.01,0.0025,0.3,1,50,5,1,0.2,0.2,True
v6,imhi_v100_l010_d01_vox03_fs020_ml2,0.2234,0.8328,1.895,2.213,21.206,464,0.935,5.034,1,1,1.5,1.0,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.01,0.0025,0.3,2,50,5,1,0.2,0.2,True
v5,mid_v100_bmid_l005_d02,0.224,0.5872,2.036,1.02,1.495,458,0.936,5.037,1,1,0.5,0.3,0.001,0.001,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.02,0.0025,0.5,2,50,5,1,0.1,0.2,True
v5,mid_v100_bhi_l005_d01,0.2243,0.4977,2.508,2.01,7.89,453,0.923,5.037,1,1,0.5,0.3,0.005,0.005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.5,2,50,5,1,0.1,0.2,True
v5,mid_v1000_bhi_l010_d01,0.2245,0.4376,1.791,0.682,2.27,451,0.923,5.032,1,1,0.5,0.3,0.005,0.005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.01,0.0025,0.5,2,50,5,1,0.1,0.2,True
v5,mid_v1000_bmid_l010_d03,0.2248,0.4722,1.529,0.844,2.389,451,0.935,5.037,1,1,0.5,0.3,0.001,0.001,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.03,0.0025,0.5,2,50,5,1,0.1,0.2,True
v7,fs020_vox05_v1000_be002_pf1_mp50_ga1,0.2248,0.4869,1.224,0.559,1.307,457,0.935,5.038,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.02,0.01,0.0025,0.5,1,50,5,1,0.2,0.2,True
v7,fs015_vox05_v100_be010_pf1_mp50_ga0,0.2251,0.4023,1.214,0.722,1.486,457,0.947,5.034,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.1,0.01,0.0025,0.5,1,50,5,1,0.15,0.2,False
v6,imlo_v1000_l010_d00_vox05_fs020_ml3,0.2253,0.4617,1.304,0.686,2.025,451,0.923,5.036,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.0,0.0025,0.5,3,50,5,1,0.2,0.2,True
v6,imlo_v1000_l005_d00_vox03_fs020_ml2,0.2256,0.558,1.175,1.039,11.269,451,0.923,5.034,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.0,0.0025,0.3,2,50,5,1,0.2,0.2,True
v5,lo_v1000_bmid_l010_d01,0.2263,0.4404,1.506,0.612,1.85,460,0.933,5.033,1,1,0.1,0.1,0.001,0.001,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.01,0.0025,0.5,2,50,5,1,0.1,0.2,True
v7,fs025_vox03_v100_be005_pf1_mp100_ga0,0.2269,0.7058,1.173,0.595,1.325,457,0.949,5.039,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.3,1,100,5,1,0.25,0.2,False
v5,hi_v100_bmid_l010_d01,0.2276,0.5535,2.063,1.978,20.592,457,0.936,5.044,1,1,1.5,1.0,0.001,0.001,30,100,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.01,0.0025,0.5,2,50,5,1,0.1,0.2,True
v5,hi_v1000_bmid_l000_d02,0.2278,0.7795,2.316,2.068,1.715,453,0.926,5.044,1,1,1.5,1.0,0.001,0.001,30,1000,8,4,5,0.1,True,0.0,0.0,0.0,0.02,0.05,0.02,0.0025,0.5,2,50,5,1,0.1,0.2,True
v6,imhi_v100_l005_d00_vox05_fs020_ml1,0.2278,0.6666,2.474,1.495,2.105,458,0.937,5.039,1,1,1.5,1.0,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.0,0.0025,0.5,1,50,5,1,0.2,0.2,True
v6,imhi_v1000_l010_d01_vox03_fs020_ml3,0.2282,0.4684,1.608,0.776,4.688,450,0.921,5.043,1,1,1.5,1.0,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.01,0.0025,0.3,3,50,5,1,0.2,0.2,True
v5,lo_v1000_bhi_l005_d01,0.2283,0.489,1.337,0.435,2.264,460,0.936,5.035,1,1,0.1,0.1,0.005,0.005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.5,2,50,5,1,0.1,0.2,True
v6,imhi_v100_l005_d01_vox08_fs020_ml1,0.2283,0.554,1.115,1.09,7.619,459,0.936,5.034,1,1,1.5,1.0,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.8,1,50,5,1,0.2,0.2,True
v5,mid_v1000_blo_l005_d02,0.229,0.4714,1.604,1.25,8.482,458,0.949,5.043,1,1,0.5,0.3,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.02,0.0025,0.5,2,50,5,1,0.1,0.2,True
v6,imhi_v100_l005_d01_vox03_fs005_ml3,0.2292,0.4874,1.869,0.547,2.089,453,0.935,5.033,1,1,1.5,1.0,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.3,3,50,5,1,0.05,0.2,True
v6,imhi_v1000_l010_d01_vox05_fs020_ml3,0.2304,0.4682,1.934,0.759,1.287,457,0.948,5.038,1,1,1.5,1.0,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.01,0.0025,0.5,3,50,5,1,0.2,0.2,True
v6,imhi_v1000_l010_d01_vox05_fs020_ml2,0.2305,0.4681,1.924,0.745,1.338,457,0.935,5.038,1,1,1.5,1.0,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.01,0.0025,0.5,2,50,5,1,0.2,0.2,True
v5,mid_v100_bmid_l005_d01,0.2307,0.81,2.34,0.646,1.708,460,0.937,5.036,1,1,0.5,0.3,0.001,0.001,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.5,2,50,5,1,0.1,0.2,True
v8,fs020_vox040_mp50_ps4_pl4_if20,0.2314,0.5584,0.817,0.632,1.781,457,0.935,5.034,1,1,0.1,0.1,0.0005,0.0005,20,100,4,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.4,1,50,5,3,0.2,0.2,True
v7,fs015_vox03_v1000_be002_pf3_mp100_ga1,0.2316,0.5836,0.773,0.776,1.553,451,0.923,5.035,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.02,0.01,0.0025,0.3,1,100,5,3,0.15,0.2,True
v7,fs020_vox03_v1000_be002_pf1_mp100_ga0,0.2321,0.5548,1.107,0.644,1.42,457,0.935,5.036,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.02,0.01,0.0025,0.3,1,100,5,1,0.2,0.2,False
v5,mid_v100_bmid_l010_d01,0.2327,0.8077,1.594,0.703,1.544,458,0.937,5.035,1,1,0.5,0.3,0.001,0.001,30,100,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.01,0.0025,0.5,2,50,5,1,0.1,0.2,True
v5,mid_v1000_bhi_l005_d01,0.233,0.4995,1.639,0.626,2.223,457,0.935,5.04,1,1,0.5,0.3,0.005,0.005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.5,2,50,5,1,0.1,0.2,True
v6,imlo_v1000_l010_d01_vox05_fs020_ml2,0.2334,0.5778,1.168,0.531,1.644,457,0.935,5.033,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.01,0.0025,0.5,2,50,5,1,0.2,0.2,True
v7,fs015_vox05_v1000_be005_pf3_mp100_ga0,0.2336,0.4927,0.754,0.73,2.141,458,0.935,5.036,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.5,1,100,5,3,0.15,0.2,False
v7,fs025_vox05_v1000_be010_pf3_mp50_ga0,0.2336,0.5816,0.736,0.645,2.562,450,0.922,5.033,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.1,0.01,0.0025,0.5,1,50,5,3,0.25,0.2,False
v7,fs020_vox03_v100_be005_pf1_mp50_ga1,0.234,0.8169,1.242,1.435,6.635,457,0.936,5.041,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.3,1,50,5,1,0.2,0.2,True
v7,fs015_vox05_v100_be005_pf1_mp100_ga1,0.2342,0.7846,1.469,1.011,2.635,450,0.921,5.042,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.5,1,100,5,1,0.15,0.2,True
v6,imlo_v1000_l010_d01_vox05_fs020_ml3,0.2347,0.6117,1.325,0.585,2.182,452,0.924,5.035,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.01,0.0025,0.5,3,50,5,1,0.2,0.2,True
v6,imhi_v1000_l005_d01_vox03_fs005_ml1,0.2353,0.4636,2.337,0.796,1.355,457,0.936,5.039,1,1,1.5,1.0,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.3,1,50,5,1,0.05,0.2,True
v6,imhi_v100_l010_d01_vox05_fs020_ml1,0.2359,0.6067,2.735,1.228,1.877,450,0.918,5.036,1,1,1.5,1.0,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.01,0.0025,0.5,1,50,5,1,0.2,0.2,True
v7,fs025_vox05_v1000_be010_pf1_mp100_ga1,0.2359,0.4724,0.792,0.507,2.105,457,0.935,5.036,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.1,0.01,0.0025,0.5,1,100,5,1,0.25,0.2,True
v5,mid_v1000_bmid_l010_d02,0.2361,0.5237,1.608,0.732,2.843,457,0.949,5.037,1,1,0.5,0.3,0.001,0.001,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.02,0.0025,0.5,2,50,5,1,0.1,0.2,True
v7,fs025_vox03_v1000_be002_pf3_mp100_ga0,0.2361,0.5208,0.993,0.59,2.384,457,0.935,5.035,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.02,0.01,0.0025,0.3,1,100,5,3,0.25,0.2,False
v7,fs025_vox03_v1000_be010_pf3_mp50_ga0,0.2362,0.4518,0.763,0.622,1.858,451,0.937,5.036,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.1,0.01,0.0025,0.3,1,50,5,3,0.25,0.2,False
v5,hi_v1000_bhi_l010_d02,0.2363,0.5617,2.902,1.084,1.408,457,0.935,5.038,1,1,1.5,1.0,0.005,0.005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.02,0.0025,0.5,2,50,5,1,0.1,0.2,True
v5,mid_v1000_bhi_l010_d02,0.2364,0.5257,1.611,0.672,2.365,458,0.936,5.03,1,1,0.5,0.3,0.005,0.005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.02,0.0025,0.5,2,50,5,1,0.1,0.2,True
v7,fs015_vox03_v100_be005_pf1_mp100_ga0,0.2366,0.5753,1.159,2.411,37.395,460,0.936,5.033,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.3,1,100,5,1,0.15,0.2,False
v8,fs020_vox040_mp50_ps8_pl4_if30,0.2368,0.6492,1.48,1.788,23.463,457,0.935,5.032,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.4,1,50,5,3,0.2,0.2,True
v6,imhi_v1000_l005_d01_vox03_fs005_ml2,0.2373,0.4634,2.343,0.822,1.192,451,0.922,5.036,1,1,1.5,1.0,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.3,2,50,5,1,0.05,0.2,True
v7,fs015_vox05_v1000_be002_pf1_mp50_ga1,0.2374,0.4159,1.017,0.517,1.951,451,0.935,5.048,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.02,0.01,0.0025,0.5,1,50,5,1,0.15,0.2,True
v6,imhi_v1000_l005_d01_vox03_fs005_ml3,0.2375,0.4634,2.336,0.8,1.269,451,0.934,5.032,1,1,1.5,1.0,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.3,3,50,5,1,0.05,0.2,True
v7,fs015_vox03_v1000_be005_pf1_mp50_ga0,0.2384,0.4473,1.183,0.559,1.728,457,0.934,5.034,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.3,1,50,5,1,0.15,0.2,False
v5,lo_v1000_bhi_l010_d01,0.2385,0.4299,1.495,0.949,6.171,451,0.935,5.037,1,1,0.1,0.1,0.005,0.005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.01,0.0025,0.5,2,50,5,1,0.1,0.2,True
v6,imhi_v1000_l010_d00_vox05_fs005_ml1,0.2388,0.7076,2.298,3.159,2.142,453,0.934,5.038,1,1,1.5,1.0,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.0,0.0025,0.5,1,50,5,1,0.05,0.2,True
v5,mid_v1000_blo_l005_d01,0.2391,0.4961,1.638,0.674,3.342,457,0.935,5.042,1,1,0.5,0.3,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.5,2,50,5,1,0.1,0.2,True
v6,imhi_v100_l005_d01_vox03_fs020_ml3,0.2395,0.7753,2.355,1.128,1.201,450,0.921,5.029,1,1,1.5,1.0,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.3,3,50,5,1,0.2,0.2,True
v5,mid_v1000_blo_l010_d01,0.2396,0.4663,1.798,0.902,13.382,457,0.936,5.035,1,1,0.5,0.3,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.01,0.0025,0.5,2,50,5,1,0.1,0.2,True
v5,mid_v1000_blo_l010_d02,0.2398,0.5173,1.616,0.835,3.806,459,0.948,5.046,1,1,0.5,0.3,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.02,0.0025,0.5,2,50,5,1,0.1,0.2,True
v7,fs020_vox05_v1000_be002_pf1_mp100_ga1,0.2398,0.5112,1.261,0.662,1.655,451,0.923,5.038,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.02,0.01,0.0025,0.5,1,100,5,1,0.2,0.2,True
v6,imhi_v100_l005_d00_vox03_fs020_ml1,0.2402,0.5157,1.933,2.088,5.605,459,0.938,5.04,1,1,1.5,1.0,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.0,0.0025,0.3,1,50,5,1,0.2,0.2,True
v7,fs015_vox03_v1000_be010_pf1_mp50_ga1,0.2416,0.537,1.397,0.554,1.196,457,0.947,5.038,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.1,0.01,0.0025,0.3,1,50,5,1,0.15,0.2,True
v7,fs020_vox05_v1000_be002_pf3_mp100_ga0,0.2418,0.4726,0.691,0.58,1.841,457,0.935,5.038,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.02,0.01,0.0025,0.5,1,100,5,3,0.2,0.2,False
v5,lo_v1000_blo_l010_d01,0.2436,0.4948,1.51,0.998,9.695,457,0.936,5.046,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.01,0.0025,0.5,2,50,5,1,0.1,0.2,True
v5,hi_v100_blo_l010_d02,0.2439,0.5828,1.928,1.276,4.482,458,0.936,5.041,1,1,1.5,1.0,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.02,0.0025,0.5,2,50,5,1,0.1,0.2,True
v6,imhi_v100_l010_d00_vox05_fs020_ml3,0.2441,0.5647,2.285,1.504,1.823,460,0.951,5.046,1,1,1.5,1.0,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.0,0.0025,0.5,3,50,5,1,0.2,0.2,True
v7,fs025_vox03_v100_be005_pf1_mp50_ga0,0.2444,0.5276,1.281,0.921,1.248,457,0.935,5.038,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.3,1,50,5,1,0.25,0.2,False
v5,lo_v100_bhi_l005_d03,0.2455,0.6761,1.411,0.906,1.872,458,0.95,5.035,1,1,0.1,0.1,0.005,0.005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.03,0.0025,0.5,2,50,5,1,0.1,0.2,True
v6,imlo_v1000_l005_d00_vox05_fs005_ml2,0.2461,0.5805,1.368,1.616,22.575,457,0.936,5.036,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.0,0.0025,0.5,2,50,5,1,0.05,0.2,True
v7,fs025_vox03_v1000_be002_pf1_mp100_ga1,0.2463,0.4121,1.063,0.54,1.432,457,0.935,5.036,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.02,0.01,0.0025,0.3,1,100,5,1,0.25,0.2,True
v5,hi_v100_bhi_l005_d02,0.2467,0.9484,1.776,1.107,1.833,457,0.948,5.034,1,1,1.5,1.0,0.005,0.005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.02,0.0025,0.5,2,50,5,1,0.1,0.2,True
v5,mid_v1000_bhi_l005_d03,0.2472,0.5297,1.86,0.698,2.171,458,0.937,5.033,1,1,0.5,0.3,0.005,0.005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.03,0.0025,0.5,2,50,5,1,0.1,0.2,True
v5,hi_v1000_blo_l010_d02,0.2473,0.5047,2.668,1.19,2.452,452,0.926,5.032,1,1,1.5,1.0,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.02,0.0025,0.5,2,50,5,1,0.1,0.2,True
v6,imhi_v1000_l010_d01_vox03_fs020_ml1,0.2478,0.5211,1.726,0.653,7.294,457,0.947,5.032,1,1,1.5,1.0,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.01,0.0025,0.3,1,50,5,1,0.2,0.2,True
v5,mid_v1000_bmid_l005_d01,0.248,0.4941,1.877,1.602,6.451,451,0.923,5.041,1,1,0.5,0.3,0.001,0.001,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.5,2,50,5,1,0.1,0.2,True
v6,imlo_v1000_l010_d00_vox05_fs020_ml2,0.248,0.558,0.953,0.724,4.443,452,0.923,5.039,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.0,0.0025,0.5,2,50,5,1,0.2,0.2,True
v5,hi_v100_blo_l005_d02,0.2481,0.9466,1.778,1.14,3.824,457,0.935,5.034,1,1,1.5,1.0,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.02,0.0025,0.5,2,50,5,1,0.1,0.2,True
